   1 	    52.1929 
   2 	    54.9280 
   3 	    57.7397 
   4 	    60.6050 
   5 	    63.4355 
   6 	    66.2445 
   7 	    69.0542 
   8 	    71.8036 
   9 	    74.7202 
  10 	    77.4540 
  11 	    80.2809 
  12 	    83.1344 
  13 	    85.8951 
  14 	    88.7430 
  15 	    91.4844 
  16 	    94.3706 
  17 	    97.1804 
  18 	    99.9649 
  19 	   102.7718 
  20 	   105.5791 
  21 	   108.3940 
  22 	   111.1625 
  23 	   113.9853 
  24 	   116.8158 
  25 	   119.6139 
