   1 	    15.5701 
   2 	    18.3461 
   3 	    21.1974 
   4 	    24.0143 
   5 	    26.7433 
   6 	    29.5002 
   7 	    32.4078 
   8 	    35.0708 
   9 	    37.9445 
  10 	    40.8210 
  11 	    43.7026 
  12 	    46.4712 
  13 	    49.2183 
  14 	    52.0396 
  15 	    54.9012 
  16 	    57.7067 
  17 	    60.5072 
  18 	    63.1761 
  19 	    66.0727 
  20 	    68.9452 
  21 	    71.5351 
  22 	    74.6483 
  23 	    77.3220 
  24 	    80.1131 
  25 	    82.9971 
