   1 	     8.3577 
   2 	    11.2209 
   3 	    13.9610 
   4 	    16.7390 
   5 	    19.5820 
   6 	    22.3847 
   7 	    25.1679 
   8 	    28.0108 
   9 	    30.8182 
  10 	    33.3594 
  11 	    36.3874 
  12 	    39.2951 
  13 	    42.0598 
  14 	    44.8540 
  15 	    47.7724 
  16 	    50.4582 
  17 	    53.2751 
  18 	    56.1270 
  19 	    61.7196 
  20 	    64.4800 
  21 	    67.3271 
  22 	    70.0953 
  23 	    73.1117 
  24 	    75.7082 
  25 	    78.5042 
