[2.851  3.1386 3.325  3.4776 3.6004]
[0.7796 1.0864 1.2768 1.432  1.5556]
[2.4014 2.685  2.8706 3.0232 3.146 ]
[0.0672 0.3454 0.5294 0.6814 0.8036]
